Langle1,Langle2,Langle3,Langle4,Langle5,Langle6,Langle7,Langle8,Langle9,Langle10,Langle11,Langle12,Langle13,Langle14,Langle15,Rangle1,Rangle2,Rangle3,Rangle4,Rangle5,Rangle6,Rangle7,Rangle8,Rangle9,Rangle10,Rangle11,Rangle12,Rangle13,Rangle14,Rangle15,Class
39.749977111816406,45.2156867980957,8.166937828063965,56.97389221191406,87.38578796386719,23.292478561401367,47.56159591674805,99.4585189819336,26.795724868774414,40.00496292114258,115.06059265136719,33.9089469909668,22.327245712280273,133.47998046875,32.352046966552734,32.18596267700195,29.51601791381836,33.452728271484375,33.01124572753906,33.55059051513672,19.787208557128906,13.236883163452148,36.642852783203125,18.971908569335938,5.36250114440918,32.40608596801758,12.839227676391602,15.861773490905762,18.997493743896484,1.9337245225906372,0.0
32.18596267700195,29.51601791381836,33.452728271484375,33.01124572753906,33.55059051513672,19.787208557128906,13.236883163452148,36.642852783203125,18.971908569335938,5.36250114440918,32.40608596801758,12.839227676391602,15.861773490905762,18.997493743896484,1.9337245225906372,39.749977111816406,45.2156867980957,8.166937828063965,56.97389221191406,87.38578796386719,23.292478561401367,47.56159591674805,99.4585189819336,26.795724868774414,40.00496292114258,115.06059265136719,33.9089469909668,22.327245712280273,133.47998046875,32.352046966552734,0.0
41.34429168701172,48.18437957763672,8.241605758666992,60.4676513671875,84.88690948486328,22.859298706054688,45.01252746582031,96.03533172607422,17.729007720947266,36.86376953125,101.25394439697266,34.99751663208008,18.436683654785156,92.13922882080078,57.33101272583008,32.12016296386719,30.581260681152344,34.36610412597656,32.606754302978516,33.996826171875,19.59029197692871,12.836333274841309,37.35479736328125,19.111331939697266,5.182216167449951,33.03456115722656,12.840103149414062,15.579146385192871,19.194093704223633,2.2320218086242676,0.0
32.12016296386719,30.581260681152344,34.36610412597656,32.606754302978516,33.996826171875,19.59029197692871,12.836333274841309,37.35479736328125,19.111331939697266,5.182216167449951,33.03456115722656,12.840103149414062,15.579146385192871,19.194093704223633,2.2320218086242676,41.34429168701172,48.18437957763672,8.241605758666992,60.4676513671875,84.88690948486328,22.859298706054688,45.01252746582031,96.03533172607422,17.729007720947266,36.86376953125,101.25394439697266,34.99751663208008,18.436683654785156,92.13922882080078,57.33101272583008,0.0
41.33356857299805,47.78598403930664,7.391074180603027,61.38418960571289,79.0985107421875,21.207889556884766,45.599571228027344,93.18557739257812,18.29603385925293,40.64813995361328,100.92780303955078,35.87636947631836,21.755229949951172,103.13519287109375,51.09583282470703,30.739025115966797,29.008493423461914,32.9391975402832,33.52217102050781,33.97315979003906,19.321393966674805,13.645791053771973,38.2725830078125,20.217744827270508,5.483660697937012,34.5622444152832,13.982451438903809,15.827418327331543,19.145835876464844,2.2600579261779785,0.0
30.739025115966797,29.008493423461914,32.9391975402832,33.52217102050781,33.97315979003906,19.321393966674805,13.645791053771973,38.2725830078125,20.217744827270508,5.483660697937012,34.5622444152832,13.982451438903809,15.827418327331543,19.145835876464844,2.2600579261779785,41.33356857299805,47.78598403930664,7.391074180603027,61.38418960571289,79.0985107421875,21.207889556884766,45.599571228027344,93.18557739257812,18.29603385925293,40.64813995361328,100.92780303955078,35.87636947631836,21.755229949951172,103.13519287109375,51.09583282470703,0.0
42.85630798339844,45.14271545410156,7.6418046951293945,58.515869140625,83.76324462890625,23.682443618774414,44.28398132324219,95.83443450927734,20.19022560119629,37.933685302734375,103.44200134277344,34.85567092895508,19.90254020690918,95.8947982788086,54.89985275268555,31.545684814453125,29.892398834228516,33.05690383911133,32.6744270324707,33.966068267822266,19.438451766967773,13.471080780029297,37.53515625,19.667165756225586,5.52590799331665,33.16596984863281,14.138296127319336,15.95993709564209,19.663650512695312,3.077547788619995,0.0
31.545684814453125,29.892398834228516,33.05690383911133,32.6744270324707,33.966068267822266,19.438451766967773,13.471080780029297,37.53515625,19.667165756225586,5.52590799331665,33.16596984863281,14.138296127319336,15.95993709564209,19.663650512695312,3.077547788619995,42.85630798339844,45.14271545410156,7.6418046951293945,58.515869140625,83.76324462890625,23.682443618774414,44.28398132324219,95.83443450927734,20.19022560119629,37.933685302734375,103.44200134277344,34.85567092895508,19.90254020690918,95.8947982788086,54.89985275268555,0.0
43.6154670715332,45.694671630859375,8.234996795654297,57.98881149291992,82.6465072631836,21.779640197753906,42.92777633666992,92.23029327392578,19.013599395751953,36.17152404785156,95.62336730957031,34.70759201049805,18.96149253845215,94.63723754882812,55.098106384277344,31.944801330566406,30.282716751098633,32.871402740478516,32.734500885009766,34.4769401550293,19.644445419311523,13.502763748168945,38.089141845703125,19.616193771362305,5.446070671081543,33.33332824707031,13.992080688476562,15.752060890197754,19.691699981689453,2.7876944541931152,0.0
31.944801330566406,30.282716751098633,32.871402740478516,32.734500885009766,34.4769401550293,19.644445419311523,13.502763748168945,38.089141845703125,19.616193771362305,5.446070671081543,33.33332824707031,13.992080688476562,15.752060890197754,19.691699981689453,2.7876944541931152,43.6154670715332,45.694671630859375,8.234996795654297,57.98881149291992,82.6465072631836,21.779640197753906,42.92777633666992,92.23029327392578,19.013599395751953,36.17152404785156,95.62336730957031,34.70759201049805,18.96149253845215,94.63723754882812,55.098106384277344,0.0
