angle1,angle2,angle3,angle4,angle5,angle6,angle7,angle8,angle9,angle10,angle11,angle12,angle13,angle14,angle15,Class
38.0847473144531,50.0968818664551,64.6930999755859,31.5594520568848,151.448715209961,2.79257202148437,24.2422428131103,157.626525878906,18.3760986328125,20.6190319061279,167.922149658203,25.9027328491211,23.4720344543457,163.54411315918,22.2777118682861,0
35.3647804260254,51.855583190918,58.9370193481445,30.5883541107178,150.893844604492,1.40954661369324,23.5300273895264,157.354385375977,20.1530818939209,20.4622287750244,167.577575683594,27.1759147644043,24.6463375091553,162.067077636719,24.315149307251,0
36.0944061279297,51.7458877563477,58.346981048584,31.1058807373047,151.480331420898,1.47223258018494,23.6763801574707,158.160400390625,21.3015880584717,20.973388671875,167.343597412109,28.8093147277832,24.664306640625,162.376983642578,24.9639415740967,0
38.7714157104492,51.8623085021973,57.2525329589844,31.645881652832,151.539794921875,2.15138912200928,24.0009822845459,157.792724609375,19.4703159332275,22.3571872711182,166.054229736328,28.1552619934082,26.0088939666748,163.13069152832,25.5073795318604,0
38.5637474060059,50.9572486877441,57.2818756103516,30.5838451385498,152.801208496094,1.74281811714172,22.7887744903564,158.949768066406,23.7300491333008,20.8258304595947,167.114288330078,28.6292114257812,24.5939960479736,162.72981262207,25.0217056274414,0
39.7828826904297,50.7566566467285,59.5741386413574,30.1478633880615,153.128601074219,2.53676152229309,22.7747955322266,158.749114990234,23.0612945556641,20.7488021850586,167.281280517578,28.9786357879639,25.741771697998,162.620162963867,26.3193283081055,0
37.3019905090332,49.5561447143555,62.4922485351563,31.5108604431152,151.090103149414,3.16646456718445,25.3483924865723,156.030960083008,18.6087512969971,23.2038993835449,165.120086669922,28.7514247894287,26.3343067169189,162.299194335937,27.2326221466064,0
38.1102256774902,48.6771697998047,62.4606590270996,31.7805767059326,151.561599731445,4.3622612953186,25.442720413208,156.456756591797,17.4701480865479,22.7676105499268,165.759750366211,27.0117282867432,26.2975254058838,162.361114501953,25.2991409301758,0
37.7230110168457,48.8520889282227,61.3618087768555,30.9244937896729,151.855422973633,2.82044053077698,24.5593757629395,156.705352783203,20.8981170654297,22.800163269043,165.132705688477,29.1492080688477,27.8967628479004,160.624176025391,27.4884185791016,0
38.4264335632324,49.1554908752441,62.9101104736328,30.9881687164307,151.593719482422,2.28871369361877,24.2635898590088,157.517822265625,21.4253005981445,22.7223949432373,165.390472412109,29.5813999176025,28.207592010498,160.380645751953,27.9734268188477,0
38.029712677002,49.7397346496582,58.228515625,31.6178894042969,151.210556030273,2.35977220535278,24.0121726989746,157.569534301758,20.4425487518311,22.4205684661865,165.655914306641,29.0658473968506,27.4315567016602,161.78971862793,26.9944972991943,0
37.6081047058105,49.725269317627,59.9204711914063,29.517240524292,151.54362487793,3.57853531837463,23.5807628631592,156.394088745117,23.59228515625,22.1109848022461,164.872009277344,29.9420566558838,28.6916942596436,159.085311889648,28.7957763671875,0
38.7427978515625,48.8619537353516,62.841739654541,30.4284076690674,151.568695068359,1.8877477645874,24.6144905090332,155.403839111328,17.5939788818359,22.5351867675781,164.493637084961,26.0677738189697,28.6402683258057,159.442932128906,26.0296783447266,0
37.6355285644531,49.2919311523437,60.9073219299316,29.6269454956055,151.896102905273,2.11353397369385,23.7433891296387,156.38737487793,22.593448638916,22.7230129241943,164.527984619141,29.0919609069824,28.8846263885498,159.084808349609,27.9834003448486,0
39.3914031982422,49.3654823303223,60.5760536193848,29.9069347381592,152.949951171875,1.50388562679291,23.5778160095215,156.543273925781,19.7739009857178,21.7981491088867,165.007675170898,26.4089279174805,30.6896076202393,157.290512084961,26.8379936218262,0
37.507984161377,48.5788269042969,60.2087554931641,30.0750560760498,150.639862060547,1.19262588024139,24.5806255340576,154.345169067383,18.4946441650391,23.8102474212646,163.061447143555,26.269359588623,31.2864360809326,157.639175415039,26.5669078826904,0
36.0215835571289,48.4329605102539,54.5439414978027,27.3287925720215,150.768264770508,2.74428462982178,21.97043800354,153.71044921875,18.5828170776367,21.7830867767334,162.740325927734,24.0203151702881,33.1632308959961,153.347152709961,24.5692539215088,0
38.7293510437012,47.5194854736328,56.2288017272949,26.139404296875,150.674850463867,5.9564962387085,23.3510513305664,151.853988647461,24.9184455871582,24.2035026550293,160.441009521484,28.2626094818115,35.5577125549316,151.288009643555,27.7947864532471,0
40.1747207641602,47.1448364257813,54.1236801147461,26.1122608184814,150.660278320313,6.63284063339233,23.3134117126465,151.587478637695,26.2043190002441,25.1200523376465,158.885070800781,29.2388763427734,37.5640029907227,149.881149291992,29.1192626953125,0
