angle1,angle2,angle3,angle4,angle5,angle6,angle7,angle8,angle9,angle10,angle11,angle12,angle13,angle14,angle15,Class
39.976318359375,50.14287567138672,74.39579772949219,21.003890991210938,154.68568420410156,6.215181350708008,21.547260284423828,154.34384155273438,23.914791107177734,24.82183265686035,158.22706604003906,26.98894691467285,38.72164535522461,148.00399780273438,26.896320343017578,0.0
38.83833694458008,52.10984420776367,71.50322723388672,21.555587768554688,154.31919860839844,5.308811664581299,22.072477340698242,153.90042114257812,18.601503372192383,24.81374168395996,158.1519012451172,23.203378677368164,38.035057067871094,148.10585021972656,24.56602668762207,0.0
38.61325454711914,51.019065856933594,74.22740173339844,23.204627990722656,154.8885955810547,3.7029216289520264,23.526729583740234,154.044677734375,26.0494327545166,25.917640686035156,158.4452667236328,28.843257904052734,36.611568450927734,150.8940887451172,27.249101638793945,0.0
41.32011413574219,52.216556549072266,71.02487182617188,24.342729568481445,154.82598876953125,0.9792491793632507,23.206132888793945,155.45147705078125,26.533945083618164,25.95450782775879,159.20034790039062,31.138996124267578,35.3982048034668,153.26441955566406,28.771177291870117,0.0
41.32011413574219,52.216556549072266,71.02487182617188,24.342729568481445,154.82598876953125,0.9792491793632507,23.206132888793945,155.45147705078125,26.533945083618164,25.95450782775879,159.20034790039062,31.138996124267578,35.3982048034668,153.26441955566406,28.771177291870117,0.0
40.63817596435547,51.54102325439453,69.44877624511719,24.021038055419922,154.6725311279297,2.5908825397491455,24.263343811035156,154.0536346435547,30.2343807220459,28.015016555786133,157.3307342529297,34.735084533691406,37.40214157104492,151.908935546875,31.797740936279297,0.0
39.787078857421875,50.47455978393555,68.75753784179688,23.013362884521484,153.45858764648438,6.022302627563477,24.220449447631836,152.5231170654297,27.9465389251709,27.8223934173584,156.09246826171875,33.16286087036133,39.15541458129883,148.60546875,32.191585540771484,0.0
39.787078857421875,50.47455978393555,68.75753784179688,23.013362884521484,153.45858764648438,6.022302627563477,24.220449447631836,152.5231170654297,27.9465389251709,27.8223934173584,156.09246826171875,33.16286087036133,39.15541458129883,148.60546875,32.191585540771484,0.0
38.48300552368164,47.87657928466797,65.38455963134766,22.695131301879883,152.18936157226562,8.230438232421875,25.583101272583008,150.39581298828125,25.211841583251953,29.050037384033203,154.63038635253906,30.23015594482422,41.852195739746094,146.01368713378906,28.749404907226562,0.0
32.22197341918945,49.3394889831543,60.73735046386719,24.845483779907227,146.3892822265625,7.589508056640625,27.63385581970215,147.43040466308594,14.507636070251465,30.182069778442383,153.55039978027344,20.40725326538086,39.776371002197266,147.52296447753906,19.39643096923828,0.0
33.42896270751953,51.369686126708984,73.36249542236328,25.966283798217773,146.1167755126953,7.633511543273926,30.527563095092773,146.03033447265625,18.737945556640625,33.346439361572266,151.64907836914062,24.07548713684082,41.58625411987305,148.2142791748047,20.114032745361328,0.0
32.26671600341797,53.74275207519531,69.25446319580078,27.124727249145508,145.70753479003906,5.683973789215088,31.704143524169922,145.49839782714844,17.80819320678711,33.92412567138672,152.03506469726562,25.50469207763672,40.645809173583984,150.59727478027344,20.985395431518555,0.0
30.965679168701172,51.81025314331055,65.13317108154297,25.872982025146484,142.144775390625,12.234431266784668,29.324504852294922,144.49400329589844,19.409683227539062,33.20429611206055,149.58306884765625,24.11046028137207,45.36886978149414,142.65884399414062,23.078346252441406,0.0
31.13509178161621,52.217247009277344,58.44415283203125,24.740102767944336,143.3058319091797,18.225406646728516,29.112834930419922,145.10650634765625,26.986539840698242,30.521289825439453,153.41653442382812,28.682388305664062,44.084205627441406,145.17945861816406,30.337356567382812,0.0
