Langle1,Langle2,Langle3,Langle4,Langle5,Langle6,Langle7,Langle8,Langle9,Langle10,Langle11,Langle12,Langle13,Langle14,Langle15,Rangle1,Rangle2,Rangle3,Rangle4,Rangle5,Rangle6,Rangle7,Rangle8,Rangle9,Rangle10,Rangle11,Rangle12,Rangle13,Rangle14,Rangle15,Class
32.73893356323242,61.784950256347656,6.959332466125488,33.442115783691406,104.38521575927734,23.45547866821289,58.37605667114258,96.26185607910156,26.369525909423828,61.77058792114258,106.15115356445312,28.565359115600586,48.74079132080078,118.2220230102539,26.096975326538086,27.543123245239258,34.51164245605469,35.241973876953125,51.61063003540039,49.37538528442383,30.2001953125,31.251314163208008,65.28584289550781,32.579219818115234,17.56293487548828,64.9251708984375,26.384313583374023,24.62510871887207,43.0699577331543,14.021236419677734,0.0
27.543123245239258,34.51164245605469,35.241973876953125,51.61063003540039,49.37538528442383,30.2001953125,31.251314163208008,65.28584289550781,32.579219818115234,17.56293487548828,64.9251708984375,26.384313583374023,24.62510871887207,43.0699577331543,14.021236419677734,32.73893356323242,61.784950256347656,6.959332466125488,33.442115783691406,104.38521575927734,23.45547866821289,58.37605667114258,96.26185607910156,26.369525909423828,61.77058792114258,106.15115356445312,28.565359115600586,48.74079132080078,118.2220230102539,26.096975326538086,0.0
31.04347038269043,64.5097427368164,8.148842811584473,34.373756408691406,103.42678833007812,23.044158935546875,60.39521789550781,95.57074737548828,27.18252944946289,64.41512298583984,104.54139709472656,28.496231079101562,51.30031967163086,116.183837890625,25.623477935791016,27.623741149902344,34.73950958251953,34.654319763183594,51.31412887573242,48.636905670166016,30.158634185791016,30.709430694580078,64.86969757080078,33.31947326660156,17.31254005432129,64.51607513427734,27.084014892578125,24.935997009277344,43.79405975341797,15.755865097045898,0.0
27.623741149902344,34.73950958251953,34.654319763183594,51.31412887573242,48.636905670166016,30.158634185791016,30.709430694580078,64.86969757080078,33.31947326660156,17.31254005432129,64.51607513427734,27.084014892578125,24.935997009277344,43.79405975341797,15.755865097045898,31.04347038269043,64.5097427368164,8.148842811584473,34.373756408691406,103.42678833007812,23.044158935546875,60.39521789550781,95.57074737548828,27.18252944946289,64.41512298583984,104.54139709472656,28.496231079101562,51.30031967163086,116.183837890625,25.623477935791016,0.0
30.361757278442383,65.12033081054688,8.651951789855957,33.16658020019531,103.56720733642578,22.80183219909668,62.625911712646484,93.18512725830078,26.680761337280273,66.9702377319336,102.28327941894531,28.091516494750977,55.72624588012695,111.62728118896484,25.577877044677734,27.301128387451172,34.50398635864258,35.21854782104492,51.68171310424805,47.68077850341797,29.818279266357422,31.1881160736084,64.03265380859375,32.38748550415039,17.648422241210938,63.71348571777344,26.440717697143555,24.997358322143555,43.038448333740234,14.622772216796875,0.0
27.301128387451172,34.50398635864258,35.21854782104492,51.68171310424805,47.68077850341797,29.818279266357422,31.1881160736084,64.03265380859375,32.38748550415039,17.648422241210938,63.71348571777344,26.440717697143555,24.997358322143555,43.038448333740234,14.622772216796875,30.361757278442383,65.12033081054688,8.651951789855957,33.16658020019531,103.56720733642578,22.80183219909668,62.625911712646484,93.18512725830078,26.680761337280273,66.9702377319336,102.28327941894531,28.091516494750977,55.72624588012695,111.62728118896484,25.577877044677734,0.0
30.1164493560791,63.83254623413086,8.789748191833496,35.5498161315918,102.2348403930664,23.133956909179688,59.553871154785156,94.88899230957031,28.203636169433594,62.65863037109375,105.26799011230469,29.719676971435547,51.21699523925781,114.79347229003906,26.807151794433594,27.227807998657227,34.508216857910156,34.49885940551758,51.77021789550781,47.846656799316406,29.974180221557617,31.23248291015625,63.636085510253906,32.54293441772461,17.833627700805664,63.94527053833008,26.754783630371094,25.029600143432617,42.719024658203125,14.974405288696289,0.0
27.227807998657227,34.508216857910156,34.49885940551758,51.77021789550781,47.846656799316406,29.974180221557617,31.23248291015625,63.636085510253906,32.54293441772461,17.833627700805664,63.94527053833008,26.754783630371094,25.029600143432617,42.719024658203125,14.974405288696289,30.1164493560791,63.83254623413086,8.789748191833496,35.5498161315918,102.2348403930664,23.133956909179688,59.553871154785156,94.88899230957031,28.203636169433594,62.65863037109375,105.26799011230469,29.719676971435547,51.21699523925781,114.79347229003906,26.807151794433594,0.0
29.77375602722168,64.94005584716797,7.66127347946167,34.29233169555664,101.16688537597656,24.31591033935547,64.21766662597656,90.27180480957031,27.446157455444336,64.9756851196289,102.86795806884766,29.480592727661133,52.730438232421875,113.40959930419922,27.117637634277344,27.212614059448242,34.121517181396484,34.11690902709961,51.33783721923828,48.15031433105469,29.171554565429688,30.83309555053711,63.91841506958008,32.765480041503906,17.833532333374023,63.37696838378906,26.77996063232422,25.465299606323242,42.735713958740234,15.5560884475708,0.0
27.212614059448242,34.121517181396484,34.11690902709961,51.33783721923828,48.15031433105469,29.171554565429688,30.83309555053711,63.91841506958008,32.765480041503906,17.833532333374023,63.37696838378906,26.77996063232422,25.465299606323242,42.735713958740234,15.5560884475708,29.77375602722168,64.94005584716797,7.66127347946167,34.29233169555664,101.16688537597656,24.31591033935547,64.21766662597656,90.27180480957031,27.446157455444336,64.9756851196289,102.86795806884766,29.480592727661133,52.730438232421875,113.40959930419922,27.117637634277344,0.0
27.623336791992188,63.20768737792969,10.517424583435059,32.52603530883789,100.65069580078125,22.825218200683594,56.483612060546875,96.01985168457031,26.160356521606445,59.59111404418945,106.10053253173828,29.740474700927734,49.607852935791016,114.75704193115234,27.5529727935791,28.04475975036621,33.523460388183594,34.02407455444336,51.2210693359375,51.83673095703125,29.34455108642578,31.426881790161133,67.95683288574219,32.06908416748047,18.534109115600586,67.60785675048828,26.588476181030273,24.82896614074707,45.636993408203125,17.412294387817383,0.0
28.04475975036621,33.523460388183594,34.02407455444336,51.2210693359375,51.83673095703125,29.34455108642578,31.426881790161133,67.95683288574219,32.06908416748047,18.534109115600586,67.60785675048828,26.588476181030273,24.82896614074707,45.636993408203125,17.412294387817383,27.623336791992188,63.20768737792969,10.517424583435059,32.52603530883789,100.65069580078125,22.825218200683594,56.483612060546875,96.01985168457031,26.160356521606445,59.59111404418945,106.10053253173828,29.740474700927734,49.607852935791016,114.75704193115234,27.5529727935791,0.0
27.774703979492188,63.89886474609375,10.866429328918457,34.22869110107422,103.41618347167969,22.694597244262695,57.7142219543457,96.74562072753906,27.30152702331543,60.49489212036133,106.2198257446289,30.322057723999023,49.07733154296875,115.77546691894531,28.58648109436035,28.618148803710938,32.871150970458984,34.621681213378906,49.868099212646484,53.554325103759766,29.852027893066406,31.484676361083984,67.7343521118164,32.26666259765625,18.669334411621094,67.18521118164062,27.480817794799805,24.874698638916016,47.20179748535156,19.458702087402344,0.0
28.618148803710938,32.871150970458984,34.621681213378906,49.868099212646484,53.554325103759766,29.852027893066406,31.484676361083984,67.7343521118164,32.26666259765625,18.669334411621094,67.18521118164062,27.480817794799805,24.874698638916016,47.20179748535156,19.458702087402344,27.774703979492188,63.89886474609375,10.866429328918457,34.22869110107422,103.41618347167969,22.694597244262695,57.7142219543457,96.74562072753906,27.30152702331543,60.49489212036133,106.2198257446289,30.322057723999023,49.07733154296875,115.77546691894531,28.58648109436035,0.0
27.774703979492188,63.89886474609375,10.866429328918457,34.22869110107422,103.41618347167969,22.694597244262695,57.7142219543457,96.74562072753906,27.30152702331543,60.49489212036133,106.2198257446289,30.322057723999023,49.07733154296875,115.77546691894531,28.58648109436035,28.618148803710938,32.871150970458984,34.621681213378906,49.868099212646484,53.554325103759766,29.852027893066406,31.484676361083984,67.7343521118164,32.26666259765625,18.669334411621094,67.18521118164062,27.480817794799805,24.874698638916016,47.20179748535156,19.458702087402344,0.0
28.618148803710938,32.871150970458984,34.621681213378906,49.868099212646484,53.554325103759766,29.852027893066406,31.484676361083984,67.7343521118164,32.26666259765625,18.669334411621094,67.18521118164062,27.480817794799805,24.874698638916016,47.20179748535156,19.458702087402344,27.774703979492188,63.89886474609375,10.866429328918457,34.22869110107422,103.41618347167969,22.694597244262695,57.7142219543457,96.74562072753906,27.30152702331543,60.49489212036133,106.2198257446289,30.322057723999023,49.07733154296875,115.77546691894531,28.58648109436035,0.0
27.03899574279785,65.23479461669922,11.394967079162598,33.35908508300781,103.18399810791016,21.691869735717773,60.706180572509766,94.7431640625,25.37729263305664,63.552154541015625,104.42526245117188,29.41171646118164,52.28998947143555,114.25029754638672,27.67951774597168,28.519393920898438,32.09293746948242,34.00102615356445,49.160709381103516,53.19028854370117,29.44856834411621,30.879297256469727,66.556884765625,32.39847946166992,18.717031478881836,65.16175842285156,27.52039337158203,25.248241424560547,46.58685302734375,20.033872604370117,0.0
28.519393920898438,32.09293746948242,34.00102615356445,49.160709381103516,53.19028854370117,29.44856834411621,30.879297256469727,66.556884765625,32.39847946166992,18.717031478881836,65.16175842285156,27.52039337158203,25.248241424560547,46.58685302734375,20.033872604370117,27.03899574279785,65.23479461669922,11.394967079162598,33.35908508300781,103.18399810791016,21.691869735717773,60.706180572509766,94.7431640625,25.37729263305664,63.552154541015625,104.42526245117188,29.41171646118164,52.28998947143555,114.25029754638672,27.67951774597168,0.0
27.03899574279785,65.23479461669922,11.394967079162598,33.35908508300781,103.18399810791016,21.691869735717773,60.706180572509766,94.7431640625,25.37729263305664,63.552154541015625,104.42526245117188,29.41171646118164,52.28998947143555,114.25029754638672,27.67951774597168,28.519393920898438,32.09293746948242,34.00102615356445,49.160709381103516,53.19028854370117,29.44856834411621,30.879297256469727,66.556884765625,32.39847946166992,18.717031478881836,65.16175842285156,27.52039337158203,25.248241424560547,46.58685302734375,20.033872604370117,0.0
